"","Agent","subject","TrialNumber","player_location","Player_letter_angle","Player_letter_angle_abs","RT","correct","sex","age","Handedness","pairs","Letter_Form","block","TrialNumber_inBlock","self_theta","other_theta","self_theta_centred","other_theta_centred","Agent_Contrast","Robot_Contrast","Morphology_Contrast","Animacy_Contrast","Exposure","TrialNumber_inBlockCoded","Letter_Form_Coded","Agent_cat","error_rates"
"20979","Animate Robot",33169607,44,"right",90,90,666,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",2,12,0.5,0,0,-0.5,0,0.5,-0.5,0.5,-0.3,-1.5,-1,"Animate Robot",0
"20980","Animate Robot",33169607,45,"right",135,135,931,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",2,13,0.75,0.25,0.25,-0.25,0,0.5,-0.5,0.5,-0.3,-0.5,-1,"Animate Robot",0
"20981","Animate Robot",33169607,46,"right",0,0,899,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",2,14,0,0.5,-0.5,0,0,0.5,-0.5,0.5,-0.3,-0.5,-1,"Animate Robot",0
"20982","Animate Robot",33169607,47,"right",45,45,664,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",2,15,0.25,0.25,-0.25,-0.25,0,0.5,-0.5,0.5,-0.3,-0.5,-1,"Animate Robot",0
"20983","Animate Robot",33169607,48,"right",0,0,847,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",2,16,0,0.5,-0.5,0,0,0.5,-0.5,0.5,-0.3,-0.5,-1,"Animate Robot",0
"20984","Animate Robot",33169607,49,"right",45,45,665,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",2,17,0.25,0.25,-0.25,-0.25,0,0.5,-0.5,0.5,-0.3,0.5,1,"Animate Robot",0
"20985","Animate Robot",33169607,50,"right",270,90,874,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",2,18,0.5,1,0,0.5,0,0.5,-0.5,0.5,-0.3,0.5,-1,"Animate Robot",0
"20986","Animate Robot",33169607,51,"right",0,0,605,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",2,19,0,0.5,-0.5,0,0,0.5,-0.5,0.5,-0.3,0.5,1,"Animate Robot",0
"20987","Animate Robot",33169607,52,"right",90,90,633,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",2,20,0.5,0,0,-0.5,0,0.5,-0.5,0.5,-0.3,1.5,1,"Animate Robot",0
"20988","Animate Robot",33169607,53,"right",315,45,579,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",2,21,0.25,0.75,-0.25,0.25,0,0.5,-0.5,0.5,-0.3,1.5,-1,"Animate Robot",0
"20989","Animate Robot",33169607,54,"right",180,180,604,0,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",2,22,1,0.5,0.5,0,0,0.5,-0.5,0.5,-0.3,1.5,1,"Animate Robot",1
"20990","Animate Robot",33169607,55,"right",315,45,552,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",2,23,0.25,0.75,-0.25,0.25,0,0.5,-0.5,0.5,-0.3,2.5,1,"Animate Robot",0
"20991","Animate Robot",33169607,56,"right",315,45,485,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",2,24,0.25,0.75,-0.25,0.25,0,0.5,-0.5,0.5,-0.3,2.5,1,"Animate Robot",0
"20992","Animate Robot",33169607,57,"right",45,45,472,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",2,25,0.25,0.25,-0.25,-0.25,0,0.5,-0.5,0.5,-0.3,2.5,1,"Animate Robot",0
"20993","Animate Robot",33169607,58,"right",270,90,539,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",2,26,0.5,1,0,0.5,0,0.5,-0.5,0.5,-0.3,3.5,1,"Animate Robot",0
"20994","Animate Robot",33169607,59,"right",135,135,977,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",2,27,0.75,0.25,0.25,-0.25,0,0.5,-0.5,0.5,-0.3,3.5,1,"Animate Robot",0
"20995","Animate Robot",33169607,60,"right",225,135,528,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",2,28,0.75,0.75,0.25,0.25,0,0.5,-0.5,0.5,-0.3,3.5,1,"Animate Robot",0
"20996","Animate Robot",33169607,61,"right",225,135,612,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",2,29,0.75,0.75,0.25,0.25,0,0.5,-0.5,0.5,-0.3,4.5,1,"Animate Robot",0
"20997","Animate Robot",33169607,62,"right",135,135,571,0,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",2,30,0.75,0.25,0.25,-0.25,0,0.5,-0.5,0.5,-0.3,4.5,1,"Animate Robot",1
"20998","Animate Robot",33169607,63,"right",180,180,1080,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",2,31,1,0.5,0.5,0,0,0.5,-0.5,0.5,-0.3,4.5,-1,"Animate Robot",0
"20999","Animate Robot",33169607,64,"right",315,45,829,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",2,32,0.25,0.75,-0.25,0.25,0,0.5,-0.5,0.5,-0.3,4.5,-1,"Animate Robot",0
"21000","Animate Robot",33169607,65,"left",180,180,1043,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",3,1,1,0.5,0.5,0,0,0.5,-0.5,0.5,-0.2,-4.5,1,"Animate Robot",0
"21001","Animate Robot",33169607,66,"left",315,45,686,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",3,2,0.25,0.25,-0.25,-0.25,0,0.5,-0.5,0.5,-0.2,-4.5,-1,"Animate Robot",0
"21002","Animate Robot",33169607,67,"left",135,135,793,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",3,3,0.75,0.75,0.25,0.25,0,0.5,-0.5,0.5,-0.2,-4.5,-1,"Animate Robot",0
"21003","Animate Robot",33169607,68,"left",45,45,611,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",3,4,0.25,0.75,-0.25,0.25,0,0.5,-0.5,0.5,-0.2,-3.5,1,"Animate Robot",0
"21004","Animate Robot",33169607,69,"left",270,90,520,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",3,5,0.5,0,0,-0.5,0,0.5,-0.5,0.5,-0.2,-3.5,1,"Animate Robot",0
"21005","Animate Robot",33169607,70,"left",90,90,495,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",3,6,0.5,1,0,0.5,0,0.5,-0.5,0.5,-0.2,-3.5,1,"Animate Robot",0
"21006","Animate Robot",33169607,71,"left",45,45,510,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",3,7,0.25,0.75,-0.25,0.25,0,0.5,-0.5,0.5,-0.2,-2.5,-1,"Animate Robot",0
"21007","Animate Robot",33169607,72,"left",180,180,934,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",3,8,1,0.5,0.5,0,0,0.5,-0.5,0.5,-0.2,-2.5,-1,"Animate Robot",0
"21008","Animate Robot",33169607,73,"left",45,45,580,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",3,9,0.25,0.75,-0.25,0.25,0,0.5,-0.5,0.5,-0.2,-2.5,1,"Animate Robot",0
"21009","Animate Robot",33169607,74,"left",180,180,848,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",3,10,1,0.5,0.5,0,0,0.5,-0.5,0.5,-0.2,-1.5,-1,"Animate Robot",0
"21010","Animate Robot",33169607,75,"left",90,90,1231,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",3,11,0.5,1,0,0.5,0,0.5,-0.5,0.5,-0.2,-1.5,1,"Animate Robot",0
"21011","Animate Robot",33169607,76,"left",270,90,630,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",3,12,0.5,0,0,-0.5,0,0.5,-0.5,0.5,-0.2,-1.5,1,"Animate Robot",0
"21012","Animate Robot",33169607,77,"left",135,135,1507,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",3,13,0.75,0.75,0.25,0.25,0,0.5,-0.5,0.5,-0.2,-0.5,-1,"Animate Robot",0
"21013","Animate Robot",33169607,78,"left",315,45,1257,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",3,14,0.25,0.25,-0.25,-0.25,0,0.5,-0.5,0.5,-0.2,-0.5,-1,"Animate Robot",0
"21014","Animate Robot",33169607,79,"left",225,135,565,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",3,15,0.75,0.25,0.25,-0.25,0,0.5,-0.5,0.5,-0.2,-0.5,1,"Animate Robot",0
"21015","Animate Robot",33169607,80,"left",0,0,474,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",3,16,0,0.5,-0.5,0,0,0.5,-0.5,0.5,-0.2,-0.5,1,"Animate Robot",0
"21016","Animate Robot",33169607,81,"left",135,135,1224,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",3,17,0.75,0.75,0.25,0.25,0,0.5,-0.5,0.5,-0.2,0.5,1,"Animate Robot",0
"21017","Animate Robot",33169607,82,"left",225,135,631,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",3,18,0.75,0.25,0.25,-0.25,0,0.5,-0.5,0.5,-0.2,0.5,1,"Animate Robot",0
"21018","Animate Robot",33169607,83,"left",135,135,865,0,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",3,19,0.75,0.75,0.25,0.25,0,0.5,-0.5,0.5,-0.2,0.5,1,"Animate Robot",1
"21019","Animate Robot",33169607,84,"left",90,90,856,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",3,20,0.5,1,0,0.5,0,0.5,-0.5,0.5,-0.2,1.5,-1,"Animate Robot",0
"21020","Animate Robot",33169607,85,"left",45,45,976,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",3,21,0.25,0.75,-0.25,0.25,0,0.5,-0.5,0.5,-0.2,1.5,-1,"Animate Robot",0
"21021","Animate Robot",33169607,86,"left",0,0,1872,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",3,22,0,0.5,-0.5,0,0,0.5,-0.5,0.5,-0.2,1.5,-1,"Animate Robot",0
"21022","Animate Robot",33169607,87,"left",180,180,846,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",3,23,1,0.5,0.5,0,0,0.5,-0.5,0.5,-0.2,2.5,1,"Animate Robot",0
"21023","Animate Robot",33169607,88,"left",270,90,1301,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",3,24,0.5,0,0,-0.5,0,0.5,-0.5,0.5,-0.2,2.5,-1,"Animate Robot",0
"21024","Animate Robot",33169607,89,"left",225,135,753,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",3,25,0.75,0.25,0.25,-0.25,0,0.5,-0.5,0.5,-0.2,2.5,-1,"Animate Robot",0
"21025","Animate Robot",33169607,90,"left",0,0,608,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",3,26,0,0.5,-0.5,0,0,0.5,-0.5,0.5,-0.1,3.5,1,"Animate Robot",0
"21026","Animate Robot",33169607,91,"left",225,135,677,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",3,27,0.75,0.25,0.25,-0.25,0,0.5,-0.5,0.5,-0.1,3.5,-1,"Animate Robot",0
"21027","Animate Robot",33169607,92,"left",0,0,663,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",3,28,0,0.5,-0.5,0,0,0.5,-0.5,0.5,-0.1,3.5,-1,"Animate Robot",0
"21028","Animate Robot",33169607,93,"left",90,90,1469,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",3,29,0.5,1,0,0.5,0,0.5,-0.5,0.5,-0.1,4.5,-1,"Animate Robot",0
"21029","Animate Robot",33169607,94,"left",315,45,1015,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",3,30,0.25,0.25,-0.25,-0.25,0,0.5,-0.5,0.5,-0.1,4.5,1,"Animate Robot",0
"21030","Animate Robot",33169607,95,"left",270,90,851,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",3,31,0.5,0,0,-0.5,0,0.5,-0.5,0.5,-0.1,4.5,-1,"Animate Robot",0
"21031","Animate Robot",33169607,96,"left",315,45,579,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",3,32,0.25,0.25,-0.25,-0.25,0,0.5,-0.5,0.5,-0.1,4.5,1,"Animate Robot",0
"21032","Animate Robot",33169607,97,"right",225,135,810,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",4,1,0.75,0.75,0.25,0.25,0,0.5,-0.5,0.5,-0.1,-4.5,-1,"Animate Robot",0
"21033","Animate Robot",33169607,98,"right",0,0,676,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",4,2,0,0.5,-0.5,0,0,0.5,-0.5,0.5,-0.1,-4.5,-1,"Animate Robot",0
"21034","Animate Robot",33169607,99,"right",0,0,520,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",4,3,0,0.5,-0.5,0,0,0.5,-0.5,0.5,-0.1,-4.5,1,"Animate Robot",0
"21035","Animate Robot",33169607,100,"right",270,90,627,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",4,4,0.5,1,0,0.5,0,0.5,-0.5,0.5,-0.1,-3.5,-1,"Animate Robot",0
"21036","Animate Robot",33169607,101,"right",90,90,1055,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",4,5,0.5,0,0,-0.5,0,0.5,-0.5,0.5,-0.1,-3.5,-1,"Animate Robot",0
"21037","Animate Robot",33169607,102,"right",315,45,510,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",4,6,0.25,0.75,-0.25,0.25,0,0.5,-0.5,0.5,-0.1,-3.5,-1,"Animate Robot",0
"21038","Animate Robot",33169607,103,"right",180,180,1063,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",4,7,1,0.5,0.5,0,0,0.5,-0.5,0.5,-0.1,-2.5,-1,"Animate Robot",0
"21039","Animate Robot",33169607,104,"right",180,180,1008,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",4,8,1,0.5,0.5,0,0,0.5,-0.5,0.5,-0.1,-2.5,-1,"Animate Robot",0
"21040","Animate Robot",33169607,129,"right",90,90,692,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",5,1,0.5,0,0,-0.5,0,0.5,-0.5,0.5,0,-4.5,1,"Animate Robot",0
"21041","Animate Robot",33169607,130,"right",270,90,479,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",5,2,0.5,1,0,0.5,0,0.5,-0.5,0.5,0,-4.5,1,"Animate Robot",0
"21042","Animate Robot",33169607,131,"right",45,45,494,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",5,3,0.25,0.25,-0.25,-0.25,0,0.5,-0.5,0.5,0,-4.5,1,"Animate Robot",0
"21043","Animate Robot",33169607,132,"right",225,135,476,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",5,4,0.75,0.75,0.25,0.25,0,0.5,-0.5,0.5,0,-3.5,1,"Animate Robot",0
"21044","Animate Robot",33169607,133,"right",90,90,802,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",5,5,0.5,0,0,-0.5,0,0.5,-0.5,0.5,0,-3.5,-1,"Animate Robot",0
"21045","Animate Robot",33169607,134,"right",180,180,928,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",5,6,1,0.5,0.5,0,0,0.5,-0.5,0.5,0,-3.5,1,"Animate Robot",0
"21046","Animate Robot",33169607,135,"right",0,0,418,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",5,7,0,0.5,-0.5,0,0,0.5,-0.5,0.5,0,-2.5,1,"Animate Robot",0
"21047","Animate Robot",33169607,136,"right",315,45,480,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",5,8,0.25,0.75,-0.25,0.25,0,0.5,-0.5,0.5,0,-2.5,1,"Animate Robot",0
"21048","Animate Robot",33169607,137,"right",0,0,587,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",5,9,0,0.5,-0.5,0,0,0.5,-0.5,0.5,0,-2.5,-1,"Animate Robot",0
"21049","Animate Robot",33169607,138,"right",315,45,1652,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",5,10,0.25,0.75,-0.25,0.25,0,0.5,-0.5,0.5,0,-1.5,-1,"Animate Robot",0
"21050","Animate Robot",33169607,139,"right",90,90,594,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",5,11,0.5,0,0,-0.5,0,0.5,-0.5,0.5,0,-1.5,1,"Animate Robot",0
"21051","Animate Robot",33169607,140,"right",45,45,441,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",5,12,0.25,0.25,-0.25,-0.25,0,0.5,-0.5,0.5,0,-1.5,1,"Animate Robot",0
"21052","Animate Robot",33169607,141,"right",0,0,419,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",5,13,0,0.5,-0.5,0,0,0.5,-0.5,0.5,0.1,-0.5,1,"Animate Robot",0
"21053","Animate Robot",33169607,142,"right",270,90,524,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",5,14,0.5,1,0,0.5,0,0.5,-0.5,0.5,0.1,-0.5,1,"Animate Robot",0
"21054","Animate Robot",33169607,143,"right",45,45,580,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",5,15,0.25,0.25,-0.25,-0.25,0,0.5,-0.5,0.5,0.1,-0.5,-1,"Animate Robot",0
"21055","Animate Robot",33169607,144,"right",270,90,568,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",5,16,0.5,1,0,0.5,0,0.5,-0.5,0.5,0.1,-0.5,-1,"Animate Robot",0
"21056","Animate Robot",33169607,145,"right",225,135,751,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",5,17,0.75,0.75,0.25,0.25,0,0.5,-0.5,0.5,0.1,0.5,-1,"Animate Robot",0
"21057","Animate Robot",33169607,146,"right",180,180,1251,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",5,18,1,0.5,0.5,0,0,0.5,-0.5,0.5,0.1,0.5,-1,"Animate Robot",0
"21058","Animate Robot",33169607,147,"right",315,45,1102,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",5,19,0.25,0.75,-0.25,0.25,0,0.5,-0.5,0.5,0.1,0.5,-1,"Animate Robot",0
"21059","Animate Robot",33169607,148,"right",180,180,1013,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",5,20,1,0.5,0.5,0,0,0.5,-0.5,0.5,0.1,1.5,1,"Animate Robot",0
"21060","Animate Robot",33169607,149,"right",225,135,640,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",5,21,0.75,0.75,0.25,0.25,0,0.5,-0.5,0.5,0.1,1.5,1,"Animate Robot",0
"21061","Animate Robot",33169607,150,"right",135,135,719,0,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",5,22,0.75,0.25,0.25,-0.25,0,0.5,-0.5,0.5,0.1,1.5,1,"Animate Robot",1
"21062","Animate Robot",33169607,151,"right",315,45,486,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",5,23,0.25,0.75,-0.25,0.25,0,0.5,-0.5,0.5,0.1,2.5,1,"Animate Robot",0
"21063","Animate Robot",33169607,152,"right",135,135,653,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",5,24,0.75,0.25,0.25,-0.25,0,0.5,-0.5,0.5,0.1,2.5,-1,"Animate Robot",0
"21064","Animate Robot",33169607,153,"right",225,135,727,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",5,25,0.75,0.75,0.25,0.25,0,0.5,-0.5,0.5,0.1,2.5,-1,"Animate Robot",0
"21065","Animate Robot",33169607,154,"right",270,90,749,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",5,26,0.5,1,0,0.5,0,0.5,-0.5,0.5,0.1,3.5,-1,"Animate Robot",0
"21066","Animate Robot",33169607,155,"right",45,45,651,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",5,27,0.25,0.25,-0.25,-0.25,0,0.5,-0.5,0.5,0.1,3.5,-1,"Animate Robot",0
"21067","Animate Robot",33169607,156,"right",0,0,629,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",5,28,0,0.5,-0.5,0,0,0.5,-0.5,0.5,0.1,3.5,-1,"Animate Robot",0
"21068","Animate Robot",33169607,157,"right",90,90,1264,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",5,29,0.5,0,0,-0.5,0,0.5,-0.5,0.5,0.1,4.5,-1,"Animate Robot",0
"21069","Animate Robot",33169607,158,"right",135,135,729,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",5,30,0.75,0.25,0.25,-0.25,0,0.5,-0.5,0.5,0.1,4.5,-1,"Animate Robot",0
"21070","Animate Robot",33169607,159,"right",180,180,1014,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",5,31,1,0.5,0.5,0,0,0.5,-0.5,0.5,0.1,4.5,-1,"Animate Robot",0
"21071","Animate Robot",33169607,160,"right",135,135,1480,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",5,32,0.75,0.25,0.25,-0.25,0,0.5,-0.5,0.5,0.1,4.5,1,"Animate Robot",0
"21072","Animate Robot",33169607,161,"left",135,135,1529,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",6,1,0.75,0.75,0.25,0.25,0,0.5,-0.5,0.5,0.1,-4.5,-1,"Animate Robot",0
"21073","Animate Robot",33169607,162,"left",45,45,491,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",6,2,0.25,0.75,-0.25,0.25,0,0.5,-0.5,0.5,0.1,-4.5,1,"Animate Robot",0
"21074","Animate Robot",33169607,163,"left",180,180,1104,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",6,3,1,0.5,0.5,0,0,0.5,-0.5,0.5,0.1,-4.5,1,"Animate Robot",0
"21075","Animate Robot",33169607,164,"left",225,135,741,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",6,4,0.75,0.25,0.25,-0.25,0,0.5,-0.5,0.5,0.1,-3.5,-1,"Animate Robot",0
"21076","Animate Robot",33169607,165,"left",90,90,694,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",6,5,0.5,1,0,0.5,0,0.5,-0.5,0.5,0.1,-3.5,1,"Animate Robot",0
"21077","Animate Robot",33169607,166,"left",90,90,1130,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",6,6,0.5,1,0,0.5,0,0.5,-0.5,0.5,0.1,-3.5,-1,"Animate Robot",0
"21078","Animate Robot",33169607,167,"left",135,135,1172,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",6,7,0.75,0.75,0.25,0.25,0,0.5,-0.5,0.5,0.2,-2.5,-1,"Animate Robot",0
"21079","Animate Robot",33169607,168,"left",270,90,1001,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",6,8,0.5,0,0,-0.5,0,0.5,-0.5,0.5,0.2,-2.5,-1,"Animate Robot",0
"21080","Animate Robot",33169607,169,"left",315,45,473,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",6,9,0.25,0.25,-0.25,-0.25,0,0.5,-0.5,0.5,0.2,-2.5,1,"Animate Robot",0
"21081","Animate Robot",33169607,170,"left",315,45,532,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",6,10,0.25,0.25,-0.25,-0.25,0,0.5,-0.5,0.5,0.2,-1.5,1,"Animate Robot",0
"21082","Animate Robot",33169607,171,"left",90,90,1102,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",6,11,0.5,1,0,0.5,0,0.5,-0.5,0.5,0.2,-1.5,-1,"Animate Robot",0
"21083","Animate Robot",33169607,172,"left",45,45,670,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",6,12,0.25,0.75,-0.25,0.25,0,0.5,-0.5,0.5,0.2,-1.5,-1,"Animate Robot",0
"21084","Animate Robot",33169607,173,"left",315,45,636,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",6,13,0.25,0.25,-0.25,-0.25,0,0.5,-0.5,0.5,0.2,-0.5,-1,"Animate Robot",0
"21085","Animate Robot",33169607,174,"left",45,45,1582,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",6,14,0.25,0.75,-0.25,0.25,0,0.5,-0.5,0.5,0.2,-0.5,-1,"Animate Robot",0
"21086","Animate Robot",33169607,175,"left",135,135,816,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",6,15,0.75,0.75,0.25,0.25,0,0.5,-0.5,0.5,0.2,-0.5,1,"Animate Robot",0
"21087","Animate Robot",33169607,176,"left",225,135,861,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",6,16,0.75,0.25,0.25,-0.25,0,0.5,-0.5,0.5,0.2,-0.5,-1,"Animate Robot",0
"21088","Animate Robot",33169607,177,"left",270,90,511,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",6,17,0.5,0,0,-0.5,0,0.5,-0.5,0.5,0.2,0.5,1,"Animate Robot",0
"21089","Animate Robot",33169607,178,"left",315,45,582,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",6,18,0.25,0.25,-0.25,-0.25,0,0.5,-0.5,0.5,0.2,0.5,-1,"Animate Robot",0
"21090","Animate Robot",33169607,179,"left",0,0,600,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",6,19,0,0.5,-0.5,0,0,0.5,-0.5,0.5,0.2,0.5,-1,"Animate Robot",0
"21091","Animate Robot",33169607,180,"left",225,135,655,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",6,20,0.75,0.25,0.25,-0.25,0,0.5,-0.5,0.5,0.2,1.5,1,"Animate Robot",0
"21092","Animate Robot",33169607,181,"left",225,135,557,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",6,21,0.75,0.25,0.25,-0.25,0,0.5,-0.5,0.5,0.2,1.5,1,"Animate Robot",0
"21093","Animate Robot",33169607,182,"left",180,180,697,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",6,22,1,0.5,0.5,0,0,0.5,-0.5,0.5,0.2,1.5,1,"Animate Robot",0
"21094","Animate Robot",33169607,183,"left",135,135,839,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",6,23,0.75,0.75,0.25,0.25,0,0.5,-0.5,0.5,0.2,2.5,1,"Animate Robot",0
"21095","Animate Robot",33169607,184,"left",90,90,535,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",6,24,0.5,1,0,0.5,0,0.5,-0.5,0.5,0.2,2.5,1,"Animate Robot",0
"21096","Animate Robot",33169607,185,"left",270,90,481,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","Normal",6,25,0.5,0,0,-0.5,0,0.5,-0.5,0.5,0.2,2.5,1,"Animate Robot",0
"21097","Animate Robot",33169607,186,"left",0,0,1151,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",6,26,0,0.5,-0.5,0,0,0.5,-0.5,0.5,0.2,3.5,-1,"Animate Robot",0
"21098","Animate Robot",33169607,187,"left",180,180,1069,1,"Woman, including trans woman",26,"Right-handed","Animate Robot","mirrored",6,27,1,0.5,0.5,0,0,0.5,-0.5,0.5,0.2,3.5,-1,"Animate Robot",0
